Name,Comment,Time,Likes,Reply Count
V. VIEW 01,สายหมอบเป็นเหตุสังเกตุใด้ (ไม่โดนสลิงบาดคอ)​ 2. ถ้าเพลงธรนีกรรเเสง เป็นแบบแดนซ์​เนี่ยน่าฟังอยุนะ,2020-11-24T04:24:07Z,1,0
ทิพวัลย์ มัฆมาน,ชอบมากค้ะจะฟังทุกๆคลิป😍,2020-11-23T20:02:21Z,0,0
Ratchaphon PN,ด้ายแดงทำผมขนลุกวาบไปทั้งตัวเลยคับ,2020-11-23T13:52:57Z,0,0
BUNTHIT PITHAKHONGSA,พี่ทำเรื่องเล่าที่ มหาวิทยาลัยสารพัดช่างกาญจนบุรี หน่อยได้มั้ยครับ ผมเรียนอยู่ที่นั่น แต่อยากรู้ว่ามีเรื่องเล่าอะไรไหม ผมพึงเข้าเรียนครับ,2020-11-23T07:22:02Z,5,0
Number Eleven,สะพานขาวเวลาดึกๆมันเปลี่ยวเชยๆครับ มันเป็นทางมุมอับ เรื่องนี้นั่นเขาแค่เป็นห่วง นศ เพราะป่าเยอะกลัวปล้นจี้ข่มขืน ชือๆนิละครับ55,2020-11-23T07:17:13Z,0,0
นาท แสนรัมย์,พี่ครับเล่าเรื่องราชภัฏบุรีรัมย์หน่อยครับ,2020-11-23T06:18:01Z,0,0
คุลิกา อาจแก้ว,"ดูแต่ในเฟส555 พึ่งเคยมาดูในยูทูป
เพราะลบเฟส จะบอกว่ามาเลื่อนในยูทูป
มีแต่อันที่ดูแล้ว ไม่คิดว่าตัวเองจะดูเยอะขนาดนี้เลยนะ55555 ชอบทุกเรื่องเลยนะคะ💖",2020-11-23T05:22:32Z,2,1
TONG YNWA,เราก้อชอบเทอ..😁😁😁😁,2022-01-09T13:47:21Z,0,
rainwater Chanel,ว่าแล้ว หนูว่าจะไปเรียน ม.ขอนแก่น ฟังแล้วคิดอีกทีจะไปเรียนที่นั้นไหม,2020-11-23T02:41:23Z,0,0
วชิร วันอุทา,"ไก่ข้างไมค์อยู่ทุกคริปเลยพี่
555",2020-11-23T02:22:02Z,2,0
tamzspdm__08,อยากให้พี่เล่าเรื่อง โรงเรียนมหาไถ่ศึกษาขอนแก่น(หญิงล้วน)ค่ะ,2020-11-22T16:57:46Z,0,0
สุดหล่อ สุดเท่,เกิดมากะได้ยินเลยตำนานสพานขาว,2020-11-22T14:11:13Z,0,0
vivo y19,ในฐานะที่ผมกำลังศึกษาอยู่ที่ มหาวิทยาลัยขอนแก่น  ผมคิดว่า เรื่องผี ไม่น่ากลัวเท่าติดFครับผม,2020-11-22T13:26:04Z,5,1
Rattanaphonzz_.,คุณ55554455555,2022-08-04T07:59:31Z,0,
JIDAPA PIANAWAN,พี่คะ ขอ รร ชุมแพศึกษาหน่อยค่ะ อยากรู้ค่ะจะไปเรียนที่นั่น,2020-11-22T13:25:20Z,1,0
คนจริงกทิงแดง 1218,เล่าได้ละเอียดมาก😁,2020-11-22T13:14:21Z,0,0
J'kanyanat Pattanasar,ฟังแล้วก็ไม่ได้เก็บไปคิด แต่ชอบเสียงพี่มากๆ,2020-11-22T08:24:26Z,4,0
MUSIC VIDEO,อยากให้เล่าเรื่องที่จ.สระบุรีบ้างค่ะ,2020-11-22T07:14:17Z,0,0
Con Con,พี่ช่วย​ทำตำนาน เมือง​แต่​ละจังหวัด​หน่อย​ครับ​,2020-11-22T03:18:48Z,0,0
Jirawat Phncajomrat,คลิบ7 อ่ะยุหาดไหญ่ม่ใช่เหรเคยได้ยิน,2020-11-21T11:58:52Z,1,0
มิ้น'น โซว์'เนี่ยม,วาจะไปเรียนยุว55555,2020-11-21T10:00:55Z,0,0
YAYEE GOD,โรงเรียนหนูมีแต่คนพูดว่ามีผีมีบ้านร้างมีเปรตมีผ้าแดง,2020-11-20T06:30:20Z,0,0
23 T,พี่นิกครับทำของภาคเหนือหน่อยครับ🥰,2020-11-20T00:16:27Z,1,0
คลวย ตวย,พี่คับ ทำเรื่องโค้ง100ศพที่นครนายกหน่อยคับ,2020-11-19T11:35:01Z,0,0
Gypsy Gypsy,รู้เลยม.อะไร🤣เพราป๋มอยู่ขอนเเก่น,2020-11-19T08:15:30Z,0,0
ชมพู่장미 사과,ว่าจะไปต่อม.ขอนเเก่น,2020-11-19T04:26:50Z,0,0
PLAM SMILE,1:46 มันคล้ายกับอันนี้เลย ไปค้นหาดูในยูทูปนี้แหละ มิติมืด แฟนหัวขาด อันนี้แหละคล้ายๆกัน ไปดูเลย,2020-11-18T09:34:13Z,1,2
อีดอก ทอง,อันเดียวกันครับ,2020-11-24T08:02:46Z,0,
Parn 'P,ฉันผู้กลัวตั้งแต่ปกคริป55555,2020-11-18T03:23:33Z,7,0
Yotsaphat Thongsuk,เอาจริงนะครับพี่ของผมเคยเรียนมหาวิทยาลัยขอนแก่นมีอีกเยอะคับมากกว่า7เรื่องครับ,2020-11-17T04:40:54Z,1,0
Wuttichai Prathet,เอาละใครเรียน ม.ขอนแก่น บันเทิงละทีนี้555555,2020-11-16T12:44:17Z,1,1
FaHsAi is the best,เรา,2020-11-27T12:39:13Z,0,
RUKACHAN`,ฟังจนผมหลับเลยฟังเพลินมากๆเลยครับ💕💕,2020-11-16T08:38:19Z,2,0
วรัญญา ม่วงขวัญ,เชียงใหม่หน่อยครับ,2020-11-16T07:37:05Z,0,0
THANAKORN 1,เล่าได้น่ารักมากครับ,2020-11-16T06:49:26Z,0,0
คณิศร ภูทองอูบ,ดูหลอนดูดิไปทุกเรื่องขนลุกทุกเรื่อง,2020-11-15T04:44:44Z,1,0
NEE NEe,ช่วงเที่ยงวันหนึ่งเคยไปรอขึ้นรถชัตเติ้ลบัสที่หน้าปั๊มปตท.ในมข.ค่ะ มีกลุ่มนศ.ประมาณ7-8คนส่งเสียงคุยกันเจื้อยแจ้ว เราก็ยืนหลบแดดก้มเล่นมือถืออยู่อีกมุมนึง สักพักเสียงเจื้อยแจ้วเงียบหายไปเลยรู้สึกแปลกใจเงยหน้าขึ้นมอง เด็กๆหายไปหมดแล้วทั้งที่รถบัสก็ยังไม่มา มองหาเผื่อว่าขึ้นรถคันอื่นไปหรือเดินไปก็ไม่มี ยังแปลกใจอยู่ถึงทุกวันนี้ว่าน้องๆหายไปไหนทำไมไวจัง จะว่าผีก็คงจะเฮี้ยนเกินเพราะแดดตอนเที่ยงร้อนมากๆผีคงไม่กล้าออกมา,2020-11-14T07:31:38Z,6,0
แพรวา แพรวา,หนูชอบคลิปนี้มากเลยค่ะ❤🙂,2020-11-12T04:09:46Z,7,0
BZEED X2,ขอปอบลิ้นดำหน่อยครับบบ .ขอล่ะะะ💓,2020-11-11T08:27:18Z,0,0
Chn X run,ครูนักศึกษาเคยเล่าว่าถ้าคู่ไหนนับเสาสะพานได้เท่ากันจะเป็นเนื้อคู่กันไม่รู้ใช่รึเปล่าแต่จำมาจนถึงทุกวันนี้,2020-11-11T07:35:30Z,16,0
pattxnun_.,หลอนจริงค่ะพี่  น่ากลัวมากค่ะ,2020-11-11T00:41:10Z,5,0
Phone Mvd,พาารเระพืกัเน้ร่ย,2020-11-09T14:08:21Z,0,0
จียูเอส FF.,ปทุมธานี​หน่อยครับ,2020-11-08T06:01:19Z,0,0
360ปาก Ch.,ผมที่เข้ามข.มาแล้ว🤣🤣🤣,2020-11-07T08:42:00Z,0,0
นางสาวอริญรดา พระภักดี,บ้านหนูอีสาน,2020-11-06T10:24:51Z,0,0
Gyoza -//-,ตายแล้วพี่หนูเรียนอยู่ม.ขอนแก่น😵🙀,2020-11-05T04:43:45Z,1,0
Bearduang,หอพักม.อ.หาดใหญ่​ก็ไม่ธรรมดา​นะคะ​ มีเรื่องเล่าเยอะค่ะ,2020-11-04T09:19:58Z,1,0
Wutitchai Sumpusan,มันเป็นเรื่องต่อๆกันมานะ,2020-11-03T16:07:34Z,1,0
JANNIE KIM,ฉันอยู่คณะแพทย์ปี2ไม่เคยเจอผีสักครั้งಥ⌣ಥ,2020-11-03T10:32:46Z,3,1
kosX2,🙂 ยินดีด้วย,2021-03-22T04:05:24Z,0,
กัปตัน เคโรโร๊ะ,ใครใจไม่แข็งจริง อย่าไปคนเดียวเด้อตอนกลางคืนลานออกกำลังกายตรงสระพลาสติกอะ ตรงทางข้างๆป่าอะ,2020-11-01T17:08:17Z,0,0
ภิรัญญา 8ไทย,สะพานขาวเราผ่านทุกวันศุกร์เพราะพ่อเเม่ไปขายของที่นั้นเเล้วกลับบ้านเที่ยงคืน......ว่าอยู่ทำไมสะพานคุ้นๆ,2020-11-01T05:33:06Z,1,0
ชิชา'าา,ไอ้เรื่องที่บอกว่ากลั้นหายใจสะพานขาวอะไรอะเคยทำแล้วได้จริง..😊,2020-11-01T05:13:04Z,14,1
nxาsloก wsะsาม,จริงหรอครับ,2021-02-12T18:08:23Z,0,
Parewa,อยากให้พี่เล่าเรื่อง 10  เกาะร้างที่หลอนที่สุดในประเทศไทยยหน่อยนะคะๆ🥺🥺🥺,2020-11-01T04:25:24Z,1,1
วิทวัส รัตนนุกูล,เกาะมันม่น่ากลัวอรัยหรอก,2021-08-24T21:52:32Z,0,
ศาลเตี้ย ผดุงความยุติธรรม,เคยผ่านมาด้วย สะพานขาว คิดแล้วขนลุก,2020-11-01T02:17:43Z,2,0
น้องป่ายฟ้า นรฐเสน,😭😢😢😢😓😓😖😖😖😈🙀🔗,2020-10-31T11:14:11Z,0,0
PoPPeR SanCheZ,15ปีที่แล้วไปลองของที่สะพานขาวหนีแทบไม่ทัน,2020-10-30T06:08:17Z,0,0
AOMZZ CH,ขอ มทส. ได้ไมครับ,2020-10-28T18:17:17Z,0,0
JO_Compute,ทางเดินใต้ตึกคณะแพทย์สยองมาก ข้างบนชั้น4เป็นห้องผ่าอาจารย์ใหญ่ เคยเดินตอนดึก จากคณะเภสัชฯจะกลับบ้านผ่านคณะแพทย์ ป้ายแขวนบอกเลขห้องป้ายนึงมันแกว่งอย่างแรง แต่ป้ายใกล้ๆกันนิ่งเฉย,2020-10-27T08:52:35Z,0,0
Hana Bo,อย่าว่าแต่มหาวิทยาลัยเลย เซลล์ขายบ้านยังบอกเลยว่าหมู่บ้านจัดสรรหมักเอาที่ป่าช้ามาทำหมู่บ้าน เพราะที่ดินถูก อันนี้คือเขาบอกมา,2020-10-27T01:35:12Z,0,0
ลาว ละลมย์,ผียายสปีดอยู่ขอนแก่นหรอ ไม่คุ้นอะ ไม่มั้ง,2020-10-26T09:47:39Z,1,0
Sunisa Musika,พี่ขอเรื่องเล่า คลองแสนแสบหน่อยค่ะ,2020-10-26T07:41:55Z,0,0
รัตจะณี บัวสี,มันมีอีกเรื่องหนึ่งค่ะเป็นเรื่องของตึก6ม.ข.,2020-10-25T08:04:42Z,0,0
Phatthira Pholphruet,กูผู้ที่อยากไปเรียนที่นั้นมากก☺️☺️,2020-10-25T06:11:16Z,254,11
ศักรินทร์ ตาดา,เหมือนกัน,2021-10-20T07:04:56Z,0,
สราวุฒิ ประสงค์สุข,ก็ไปสิ,2021-10-08T12:27:41Z,0,
รธิดา พงษ์แสน,+++++,2021-07-11T05:59:30Z,0,
arm nagorn,"เป็นมหาลัยที่ดีอีกทีนึง
ขอให้สอบติดนะครับ จากศิษย์เก่า",2021-07-07T18:05:35Z,1,
Lao Lao,You,2021-05-18T02:08:27Z,0,
Gorya Ahh.,เหมื่อนกัน,2021-05-02T03:34:38Z,1,
ซีท๊อป เดอะกาว,อย่าไปเลยที่รักเราเป็นห่วง,2021-04-09T08:13:11Z,1,
ภาวดี สุขวาปี,เหมือนกัน,2020-12-05T04:29:55Z,1,
Junior Junior,เหมือนกานที่รัก,2020-12-01T12:07:07Z,2,
Ploy DubManga,+++,2020-11-24T06:15:04Z,2,
pattxnun_.,5555เหมือนกันค่ะ,2020-11-11T00:46:20Z,6,
OMEN,จริงหมดเลยคะ,2020-10-25T04:07:26Z,1,0
กัส 'สส,ฉันนี้อยู่ขอนแก่น และคิดว่าจะไปเรียนที่มี.ขอนแก่น😅,2020-10-25T02:14:36Z,0,0
ศิริขวัญ  หาคำบุตร,"มาเจอคลิปนี้เป็นคนเกิดจ.ขอนแก่นแม่บอกให้ไปเรียนม.ขอนแก่นแล้วมาเจอคลิปนี้พอดี
จะไปเรียนได้ไหมนิ",2020-10-25T00:05:56Z,1,0
M /K,ผมอยู่ขอนเเก่นคับเเต่ไม่ค่อยได้ยินเรื่องนี้เท่าไหร,2020-10-24T09:37:28Z,3,1
สุดหล่อ สุดเท่,มันเป็นตำนาน,2020-11-22T14:17:24Z,0,
T: ดีครับ,พี่โรงเรือนผมเป็นสงคราม,2020-10-24T09:28:41Z,0,0
Kimochii,ดนดนดนนดนดน,2020-10-24T05:48:14Z,0,0
Kimochii,"ั
ั
ั
ั
ั
ั
ั
ั
ั
ั
ั
ั
ั",2020-10-24T05:48:07Z,0,0
Naki Nakime,ฉันที่คิดจะไปเรียนม.ขอนแก่นและอยากเรียนแพทย์....,2020-10-23T08:01:02Z,2,0
the north,ขออเรื่อง​ผีคุณ​ยาย​ส​ปิด​ที่หาดใหญ่​ได้ไหมครับ​🙏🙏🙏🙏,2020-10-23T07:13:00Z,1,0
the north,เรื่อง​ที่7เหมือน​เรื่อง​คุณยาย​สปิดของภาคใต้​,2020-10-23T07:09:06Z,1,0
ᴇғɢ┊เต้ย〄,"พรุ่งนี้ผมไปจังหวัดศรีสะเกด บ้านแม่
พ่อผมอยู่จังหวัดพิจิต
เมียใหม่ผมอยุธยา
น้องผมราชบุรี
ผมเพรชบูณช์
ป้าผมนครสวรร
พี่ชายผมนครนายก
พี่สาวสุราษธานีง้าบ",2020-10-23T02:29:01Z,0,0
ᴇғɢ┊เต้ย〄,ผมอายุ10ป.3แฟนผมขาขาดแฟนผมเสียแล้ว,2020-10-23T02:23:26Z,0,0
ᴇғɢ┊เต้ย〄,ฉันที่อยู่ม.6ฉันจะไปเรียนต่อม.ขอนแก่น,2020-10-23T02:18:35Z,0,0
__simmy2007🤏🏼,เคยไปเที่ยวม.อยู่ค่ะน่ากลัวมาก,2020-10-22T10:26:31Z,2,0
Penprapa Lerddachanon,เสียงพากมีพลังมากคร้บเยี่ยมเลย,2020-10-22T08:25:10Z,3,0
SHIROU,𝘼+เรื่ิองนี้ดีมาก❤️,2020-10-21T13:18:20Z,2,0
𝒏𝒊𝒈𝒉𝒕𝒎𝒂𝒓𝒆,"เพลง ธรณีกรรเเสง คือตำนานที่เห้นผี👌
มักพบในหนังผีนางรำ",2020-10-21T11:31:43Z,3,1
นำโชค สำราญ,"ผี
ผำ",2021-01-03T06:40:40Z,1,
Mook ZaZa,พี่เล่าเรื่องอะไรเนี่ย  บ้านหนูอยู่ขอนแก่น,2020-10-21T03:46:28Z,3,0
15รชฏ คําชมภู,เล่าจบแล้วกล้านอนคนเดียวปะครับ555,2020-10-19T13:00:12Z,0,0
สุภาพร สร้อยจิตร,บุรีรัมย์หน่อยครับ,2020-10-18T03:11:56Z,0,0
mini little,3:27,2020-10-17T00:29:00Z,0,0
มุฑิตา คงพร,มีเรื่องที่อุตรดิตถ์มั้ยค่ะอยากฟังค่ะ😊,2020-10-16T07:03:46Z,0,0
sudarat wiangnon,ร้อยเอ็ดบ้างค่ะ ฟังพี่ทุกคลิปเลย ชอบ,2020-10-16T03:34:35Z,0,0
ชัยฌาน เขี้ยวเพชร_1,เรื่องคุณยายสปีด เท่าที่จำได้มาจากการ์ตูนนูเบไม่ใช่หรือครับ,2020-10-15T13:56:26Z,0,0
คิมิโนะ คิซึเนะ,เรื่องหลอนของนักศึกษาแพทย์ที่อยู่ในลิบ ครูของหนูก็เลยเจอแบบนี้เหมือนกันแต่ครูวิทยาศาสตร์ของหนูกับเพื่อนของครูอยู่ในลิบกับผี 2 คนเลยคะพี่และก็พอผีผู้หญิงที่ตายอยู่ในลิบออกไปแล้ว ครูก็ถามกับเพื่อนครูกับผีแม่บ้านว่าเห็นด้ายแดงไหม และผีป้าแม่บ้านก็ตอบว่าใช้ดายแดงแบบนี้ไหมจ๊ะ เหมือนในคริปเลยค่าาาาา😳😳😳,2020-10-13T09:54:17Z,9,1
นำโชค สำราญ,"ผี
ผำ",2021-01-03T06:39:22Z,1,
kamonlak Saetee,อยากฟังตำนานสุรินทร์😫,2020-10-11T07:30:22Z,0,0
HENG BUOW 2468,พี่ขอ นะคร้าบ ร.รขามแก่น,2020-10-11T05:23:08Z,2,0
Poopae 6512,บ้านอยู่หน้ามอ ขอนแก่น ได้ยินเรื่องพวกนี้มาแตาเกิดเลย #สะพานขาว,2020-10-10T04:45:31Z,2,0
Puwing 007,นี้ผมอยู่ขอนเเก่นนะ >:/ เคยไป ม. ขอนเเก่น,2020-10-10T00:40:48Z,0,0
จตุพร ศิริเถียร,พี่เรื่องที่พี่เล่าก็หลอนน่ะแต่ไก่เหลืองมันน่ากลัวกว่าเรื่องที่พี่เล่าอีกอะ,2020-10-09T13:31:37Z,2,0
โม อินทิรา'ฯ.,หนูว่าจะไปเรียนที่นั่นจะกล้าไปเรียนไมค์ก็ไม่รู้🤦,2020-10-09T00:09:17Z,0,0
Mando,เคยได้ยินเรื่องที่มีลวดขึงที่ในมอนะแต่มันเป็นเรื่องเมื่อประมาณ4สิบกว่าปีแล้วและเรื่องโรงบาลศรีเพราะป้าเคยทำงานที่สโมสรอาจารย์เมื่อสี่สิบกว่าปีที่แล้ว,2020-10-08T17:39:15Z,0,0
Sauwal E-sor,หลอน😁🤣,2020-10-08T09:13:23Z,1,0
หมอน ข้าง,ตามมาจากติ๊งต๊อง​  บอกเลย​  55555555​,2020-10-07T20:50:59Z,0,0
Chokdee Cheykarn,ผมเคยได้ยิน,2020-10-07T10:42:11Z,0,0
N nn,ตามมาจากติ้กต้อก,2020-10-04T05:42:17Z,1,0
เศรษฐธร นวนบุตรดี,เอาสะพานไทยลาวหน่อยคับ,2020-10-04T04:39:29Z,1,0
jeff,ผมอยู่จังหวัดขอนแก่นครับ,2020-10-04T00:22:41Z,10,0
Bb stu,พี่ฮะเคยโดนยายวิ่งตาม,2020-10-03T10:21:43Z,2,0
SKT SKY,ขนลุกที่เรื่องเลย555,2020-10-03T03:00:34Z,1,0
อนุธิดา แสนอามาตร,เรื่องที่1ของ ม.ขอนเเก่นหนูเคยฟังจากรายการมิติมืดอยู่คะ โครตหลอนบอกเลย,2020-10-02T08:55:23Z,7,0
ณัฐพล เนื่องนา,04:52นอนคนเดียว,2020-09-30T21:52:27Z,1,0
pongsak tantrakul,ชิบหายแล้วกูขอนแก่น,2020-09-28T09:23:27Z,1,1
Kanokporn,เหมือนกัน,2021-04-29T07:42:38Z,0,
JoJo Joee,ผมอยู่ ขอนเเก่นหนองเรือ,2020-09-28T05:44:27Z,2,0
Ken.,เด็กไหม่พึงติดตามนะ,2020-09-27T10:56:32Z,1,0
พิมโซแซด.    ᵔᴥᵔ,เล่าเรื่องผีที่ระยองหน่อยคะ🙃😉ดันๆๆๆๆ,2020-09-27T04:11:21Z,1,0
NuBam -นู๋แบม,"ทีมดูตอน 7:45
👇👇👇👇👇",2020-09-26T00:46:14Z,3,0
PGP_GAZUS.🇹🇭,3:27,2020-09-24T14:26:07Z,3,0
ศิวกร ชาวงษ์ 2/4 19,หนูอยู่ขอนแก่นร.ร.สาธิตมหาลัยขอนเเก่นเจอคลิปนี้ไม่กล้าไปร.ร.เลยย,2020-09-21T14:39:25Z,8,0
Sumitra Pumila,ขาดเรื่องหอ6 ไปค่ะ หอพักชาย ร้างที่ตอนนี้รื้อไปแล้ว,2020-09-20T12:19:13Z,3,0
Baibua Phone,พี่ครับเล่าเรื่องหลอนโรงเรียนวัดกลางจ.หวัดขอนแก่นหน่อยครับผมอยากรู้,2020-09-20T08:50:30Z,7,0
ศุภกร ซาซุม,ตามมาจากtiktok,2020-09-20T06:31:18Z,0,0
นภัสสร ยังปากน้ํา,โครตชอบพี่มากดูทุกวันเลยทําคริปต่อไปนะครับสู้ๆ,2020-09-20T05:06:20Z,3,0
แพรวา สุดสวย,หนูฟังพี่เล่าในติ๊กต๊อกแล้วก็มาฟังอีกครั้งในยูทูปอีกหลอนมากกคะ,2020-09-20T04:11:50Z,6,0
Nutthawut Thamuntee,ผมมาแล้วครับพี่นิค😊✌️✌️❤️,2020-09-20T01:21:06Z,1,0
No Loo,อยากไห้พี่เล่าเรื่องตำนานอำเภอวังสามหมอจังหวัดอุดรธานี,2020-09-19T13:50:46Z,0,0
No Loo,อยากไห้พี่เล่าเรื่องตำนานอำเภอวังสามหมอจังหวัดอุดรธานี,2020-09-19T13:49:57Z,0,0
No Loo,อยากไห้พี่เล่าเรื่องตำนานอำเภอวังสามหมอจังหวัดอุดรธานี,2020-09-19T13:49:41Z,0,0
ชิบะ,เหมือนผมเคยเห็นในหนังสือการ์ตูนผี,2020-09-19T13:30:25Z,0,0
หง่าว นะ คับ,พี่พอผู้ชายถึงป้ำแขนก็ขาด,2020-09-19T09:03:57Z,3,1
pattxnun_.,ไม่ใช่ค่ะ,2020-11-11T00:51:46Z,0,
DRA GON,ผมเที่ยวหลังมข.ทุกวัน พอได้ฟังแล้ว ผมคงต้องเปลี่ยนที่แล้วแหล่ะครับ,2020-09-19T08:53:11Z,4,1
จิราพร นามเทพา,เอาจริง,2021-10-11T02:56:45Z,0,
Kapujung Kapujung,อยากให้ทำคลิปตายแล้วไปไหนค่ะ,2020-09-19T05:53:52Z,2,0
น่าน อะไรนะ,เราคิดจะไปเรียนต่อที่ม.ขอนแก่นอ่ะ จะไปดีมั้ย,2020-09-19T02:29:35Z,3,2
Noi Pp32,ยายอยู่จนแก่จะตายอยู่แล้วยังไม่เคยเจอเลย...,2020-09-20T04:35:57Z,0,
Wichai Yotatam,เหมือนกัน,2020-09-20T00:54:08Z,1,
ธีรพัฒน์ แสงจันทร์,ไม่งันจะเลิกติดตาม,2020-09-17T09:33:16Z,1,0
ธีรพัฒน์ แสงจันทร์,อะไรก็ได้,2020-09-17T09:33:00Z,1,0
ธีรพัฒน์ แสงจันทร์,พี่ครับขออุดรธานีหน่อยครับ,2020-09-17T09:32:06Z,2,0
อภิสิทธิ์ น้อยใส,พี่ครับทำเรื่องเกี่ยวกับม.มมส หน่อยครับ,2020-09-16T23:29:50Z,0,0
Tharadon Prommasan,ดูแล้วสนุกมากเลยค้าบ,2020-09-15T14:11:25Z,2,0
Jantakan Wanthong,ตามมาจากtiktokหลายเรื่องเลยคะ,2020-09-15T06:00:33Z,1,0
29.ภาสกร สําลีพันธ์,ดังอย่าลืมผมน้าพี่ชาย,2020-09-13T09:21:37Z,0,0
MI AP28.30,พี่ค่ะชอบเรื่องเล่าทำคลิปมาแยอะๆเลยนะค่ะ,2020-09-13T06:42:59Z,2,0
นครินทร์ นวลกระโทก,ตูจะไม่ไปขอนแก่นแล้วละฟังแล้วขนลุกฮุ้ยยย,2020-09-13T04:27:31Z,0,0
poom ton,ไม่มีหัวแล้วยิ้มยังไง,2020-09-12T10:01:04Z,0,0
KT P,ขอกำเเพงเพชรหน่อยค่าาา,2020-09-12T03:33:09Z,2,0
ͲᎻᎪΝᎻ_ͲᎪΝ,จะจบม.6ว่าจะเอ็นม.ขอนแก่น😅,2020-09-11T04:43:27Z,0,0
Jit Jir,พี่ครับทำคริบผีก่องก่อย,2020-09-10T10:19:06Z,1,0
mark dew were channel,ผมอยู่ขอนเเก่นครับ,2020-09-10T00:22:26Z,0,0
Khun Racing Car,ผมก็อยู่ขอนแก่น ครับ,2020-09-09T14:41:17Z,0,0
ช ญ า นิ น ป ระ ชุ ม รั ต,ไม่เคยครับ,2020-09-08T13:56:03Z,0,0
SIRIRAT nn'nn,"หนูอยู่ใน จังหวัดขอนแก่น
อยู่ใกล้ ม. ขอนแก่นด้วย🤐",2020-09-07T07:38:48Z,1,0
อรรถกร อุ๊จุ่ม,คลิปของพี่สนุกมากเลยค๊า👻💙,2020-09-07T03:29:06Z,3,0
Tosapon Petrat,ขนาดดูตอนเช้าผมยังหลอนอ่ะ เพิ่งรู้ว่าผญ.ที่โดนสลิงหัวขาดมาจากที่นี่ด้วย ขนลุกเลย🙀🙀🙀🙀,2020-09-07T01:45:08Z,6,0
สมคิด ทองพริก,สนุกมากเลยค่ะ,2020-09-07T00:22:06Z,2,0
jusko,ผมเจอเรื่องหอ9คับ อย่างหลอน #ศิษย์เก่า มข.,2020-09-07T00:19:23Z,1,0
วัชรพงษ์ ดวงทองทิพย์,ผมคนขอนเเก่มครับ😥,2020-09-06T15:57:09Z,1,0
family💗🎉,พี่หนูขอร.ร.อนุบาลเมืองใหม่สุวรรณภูมินะค่ะ,2020-09-06T07:49:01Z,0,0
sans HU,ไก่น้ากลัวกว่าครับพี่,2020-09-06T04:46:33Z,1,0
PJ Chanel,อยากให้พี่เล่าของ จ.ศรีสะเกษหน่อยค่ะ😊,2020-09-05T10:57:26Z,1,1
มอส โอรีโอ้,ขอเฟสหน่อยครับ,2020-10-20T13:52:09Z,0,
SAD RMAT,ผมเคยฟังแล้วครูผมเล่าครับ,2020-09-05T07:16:06Z,0,0
Hxnq K,3.27 เหมือนเคยดูในเรื่อง มิติมืดเลยค่ะ,2020-09-05T05:03:57Z,6,0
Bes SUMMER,เรื่องคุณยายสปีดเป็นเรื่องแต่งคับผมหาขอมูลเรื่องนี้มาแบบระเอียดแล้วคับ,2020-09-05T02:15:54Z,2,1
Bes SUMMER,ใครสงสัยผมสามารถบอกได้คับ,2020-09-05T02:16:20Z,2,
รน นน,กลัว,2020-09-04T23:43:31Z,1,0
setthawu,ผมไม่ไปอยู่เเล้ว,2020-09-04T06:53:27Z,0,0
Phaphangkorn Kamda,พอดูจบแล้วรีบแชร์ให้พี่สาวดูเลยทันที555,2020-09-04T02:32:32Z,1,0
สมทรง จันทร,ขอมมหาสารคามครับ,2020-09-04T01:37:04Z,1,0
Piyawat Phimsri,อ้าว ผ่านบ่อยเลย ต่อไปจะเลี่ยงละยิ่งไปคนเดียวบ่อย,2020-09-03T15:44:51Z,1,0
Wiko Zaa,ผมอยู่ม.ขอแก่นแต่ผมไม่เคยเจอ,2020-09-02T10:19:31Z,0,0
พงษ์พัส ชูราศรี,Fcครับ,2020-08-31T12:48:58Z,0,0
สวลีพร พิมพ์ปรุ,โรงเรียนที่หลอนที่สุดในโคราชหรือไม่ก็เอาอะไรก็ได้คะที่มีในโคราชนะหนูเป็นคนโคราชอยู่อำเภอสูงเนินในหมู่บ้านหนูมีปอบอยู่3คนแต่ไม่รู้ว่าเป็นใคร,2020-08-30T09:19:13Z,0,0
armzeza codm,2:21 ใครเห็นภาพสตาลินบ้าง,2020-08-30T07:21:52Z,0,1
weasd999,คืออะไรหรอสตาลิน,2020-09-08T12:50:40Z,0,
ธนพัฒน์ เนื่องจํานงค์,55,2020-08-30T06:40:52Z,0,0
Gam Spk,ถ้าน้องิสาย,2020-08-30T00:24:23Z,0,0
Story Family Day,เรื่องจริงครับ เมื่อ 30ปีก่อน  แต่แฟนไม่รู้ว่าแฟนหัวขาดขับเข้าปั้มแต่เด็กปั้มเห็นว่าแฟนเค้าหัวขาด แฟนเค้าถึงมารู้ภายหลัง,2020-08-29T12:14:09Z,82,9
ราชาผู้โง่ no.1,เหมือนในหนังสือเรื่องผีเส้นทางหลอนเลย,2022-09-06T08:08:10Z,0,
แล้วแต่,จั้กปั้มไส5555,2022-09-01T06:43:17Z,1,
m m,เรื่องจริงๆแล้วเกิดขึ้นที่คอเขาศรีราชาตรงข้ามศาลเจ้าพ่อเสือที่ศรีราชาชลบุรีครับ,2022-08-01T14:41:07Z,0,
พีรภาพ ศิริบุตร,@me 😧,2022-01-28T08:58:36Z,1,
นางฟ้า ยาขม,ไม่ใช่ 30 ปี...ไม่กี่ปีผ่านมานี่เองงงนี่คะ😨,2021-12-01T02:46:21Z,1,
