Name,Comment,Time,Likes,Reply Count
รัชชานนท์ แก่งจําปา,หลอนจริงๆ ครับ พี่นิก,2022-09-05T15:12:06Z,0,0
ปู'เป้ ณ้อย'ย ชาแนล,ขนลุก ว่าซ่านน อ้ายนิกคนอีสานคือกันบ่จ้า,2022-09-05T01:47:29Z,0,1
DODI ดูดิ,แมนจ้า,2022-09-05T07:24:15Z,0,
thaweesit panjun,😄😀👍,2022-09-04T16:33:19Z,0,0
อึดทน คนหรือควายว่ะ,"จะมีหอนึงที่สร้างทับลานประหารเก่า
ลองหาข้อมูลดูนะคับ",2022-09-01T12:24:06Z,0,0
แล้วแต่,ขอนแก่นวิทย์เกิดก่อนมข.ตั้ง65ปียังไม่เคยเจอผีเลยถ้าบอกว่ายิ่งเก่ายิ่งมีเรื่องเล่า,2022-09-01T06:45:35Z,0,0
น้อง อุ้ม,ที่เล่ามาคือเรื่องจริงคะคนขอนแก่นรู้ดีจร้า,2022-08-31T06:53:03Z,0,0
พลเอกนากาไซ ลุยอีจิ,นั่งฟัง ไป กินหมูกระทะ  ย่อยดีครับ ^^,2022-08-29T13:40:24Z,0,0
ซุ้ม.ปากน้ำโพ,"หลอน แลบลิ้นให้กระจก
กับใด้แดง",2022-08-27T23:17:40Z,0,0
สายแว๊น แว๊นกันมั้ย,ชอบแนวนี้,2022-08-25T15:50:58Z,0,0
มนตรี ภูคําวงษ์,ผมขับมอเตอไซค์ผ่านประจำเวลาไปส่งอาหารลูกค้ารู้สึกว่าอากาศเย็นยะเยือกกว่าทุกจุดที่ผ่านแต่ผมก็ชอบขับผ่านสะพานขาวเพราะอากาศเย็นสบายกะว่าจะนั่งเล่นกลางสะพานก็กลัวคนจะเข้าใจผิดแต่ขวดนำแดงจะเยอะมาก,2022-08-25T14:14:39Z,0,0
นันทิยา มาตรมณีวงศ์,น้ำเสียงของพี่เล่าเรื่องได้สนุกน่าฟังชวนติดตามมากๆค่ะ ดูเละฟังทุกวันเลยวกไปวนมา ทำคลิปใหม่ๆออกมาเรื่อยๆนะค่ะรอดูค่ะ,2022-08-19T09:44:56Z,1,0
Blu Dragon,😳,2022-08-16T09:22:29Z,0,0
Blu Dragon,Omg!😳🫣😱,2022-08-16T04:02:54Z,0,0
อภิญญา สีสมเพชร,เราผู้อยากจะเข้ารร.นั้นเเต่พอมาเจอคริปนี้…..,2022-08-13T08:27:35Z,0,0
โรบินฺฮู้ด จอมโจรน้ํามันหมู,ระบบไฟฟ้า แสงสว่าง ที่สะพานเพียงพอหรือยัง เราอย่าไปโทษ พี่ ผี อย่างเดียว,2022-08-06T03:08:06Z,0,0
จักรินทร์ แตงทอง,สนุกดีครับ เล่าเรื่องสนุกดี,2022-08-05T15:08:10Z,0,0
m m,เรื่องจริงเกี่ยวกับสาวคอขาดเรื่องจริงมันเกิดที่อำเภอศรีราชาจังหวัดชลบุรีเพราะผมอยู่แถวที่เกิดเหตุครับ,2022-08-01T14:44:16Z,0,0
m m,เรื่องสาวคอขาดเกิดขึ้นที่ชลบุรีอำเภอศรีราชาบริเวณคอเขาครีราชาครับ,2022-08-01T14:38:05Z,0,0
ฮัลโหล มีต้มป่ะ,อยากฟังเรื่องเจ้าแม่งูจงอาง พระรามสองคับ,2022-07-26T15:25:53Z,0,0
จันทร์เพ็ญ หยิบเหมาะ,หลอนมาก,2022-07-14T07:16:55Z,0,0
Ta Galaxy,หลอนมากครับ 😕น่ากลัว    แต่ก็เพลินดีครับ,2022-07-13T07:42:40Z,0,0
Zz zxx,ผมก้เรียนยุนั้นนะ,2022-07-08T02:00:41Z,0,0
Gara Garago,คุณยายสปีด เหมือนเรื่องที่ มอ. เหมือนกัน น่าจะเรื่องแต่งนั่นล่ะค่ะ,2022-06-26T09:52:50Z,1,0
อัญวีณ์ ธนาอริยชัยรัฐ,น้าหนูเคยเรียนที่นั้นแต่จบแล้ว,2022-06-25T00:27:21Z,0,0
Moshimalo conshi,ต้องไปสัมผัสด้วยตัวเอง เมื่อฟังแล้ว แต่สะพานขาวไปดูแล้วค่ะ กลางคืนน่ากลัวมาก,2022-06-23T00:18:00Z,0,0
tyff,หนูอยู่ขอนแก่น,2022-06-20T05:24:26Z,0,0
Guy Tanaphol,ขนลุก แล้วดูคนเดียวตอนตีสามด้วย ห้องก็มืด,2022-06-19T07:26:16Z,0,0
Bordinton.   BUAPa,ไม่ดูกัวนอนไม่ลับ,2022-06-18T09:42:22Z,0,0
Kritsakorn Pohmun,พีของผมกอเรืยนเป็นนักวิ่งครับ,2022-06-18T03:15:13Z,0,0
เเกะดํา น่ารัก,ชอบพี่นิกเล่าเรื่องมากค่ะ fc.ค่ะ,2022-06-18T03:06:31Z,1,0
ฮาแลนด์ แมนซิ,สะพานขาวบ้านผมก็มี,2022-06-03T05:15:23Z,0,0
ป้าอ้อม ต้นรักต้นหอม,ผมคนใต้. เล่นดนตรีหลังมขเส้จกลับทางสะพานขาว ทุกคืน ตอนนนี้ พึ่งรุ้นี้ละ. ขนตูดลุกเลย.,2022-05-31T05:55:23Z,0,0
Khon Kaen University,จริง ดิ,2022-05-21T12:35:37Z,1,0
Pim  family,หนูผู้อยู่ขอนเเก่นเเละต้องไปเรียนที่นั้น,2022-05-20T07:19:49Z,1,0
mo miu,พี่หนูอยู่มข.,2022-05-04T03:55:23Z,0,0
ไม่ต้อง เสือก,หลอนมากๆๆๆๆๆ,2022-05-01T11:19:51Z,0,0
ชนะโชค พันธ์โน,ผมอยู่ขอนเเก่น,2022-04-30T10:02:51Z,0,0
อดิศักดิ์ ศรีเรือนลุน,😈😈😈😈,2022-04-29T09:02:12Z,0,0
อดิศักดิ์ ศรีเรือนลุน,น่ากลัว5555,2022-04-29T09:01:46Z,0,0
วัยรุ่นอัดตัว,พี่ผมอยู่ม.ข,2022-04-28T04:07:58Z,0,0
Peace 1989,เสาสะพานไม่เท่ากันจริงๆครับ บ้านผมอยู่แถว มข.สมัยดื้อๆเคยเดินนับเสากับเพื่อนคนละฝั่งตอนดึกประมาณตี3 ฝั่งนึงนับได้73ต้นอีดฝั่งนับได้74ต้น ตอนนั้นผมอายุ14ตอนนี้ผม33แล้วครับ,2022-04-25T17:25:13Z,0,0
ยุพิน บุญปลอดวาย,นั่งดูคลิปมาเป็นสิบเพิ่งมีโฆษณามาให้เห็นคลิปเดียว...บางช่องเป็นสิบ สิบโฆษณาในคลิปเดียวนะคับ 5555,2022-04-25T13:55:01Z,0,0
อาทิศ บุญวัง,คงไม่ใช่ ม.ข ขอนแก่น,2022-04-25T02:20:11Z,0,0
Ok Oo,ระนองรอดแล้วครับ,2022-04-24T11:17:40Z,0,0
ชิษณุพงศ์ สีแก้วนิตย์,แม่ผมเคยไปสพานขาว,2022-04-21T10:17:51Z,0,0
อัครเดช  ณอยุธยา,คือเราอยู่ขอนแก่นแถวมขพอดีแล้วมาเจอเรื่องนี้ตอนตี2นี้นะ,2022-04-19T19:44:49Z,0,0
puka  wassaphon,มีไครออยู่แฟลช9บ้างครับ,2022-04-17T07:32:42Z,1,0
เกียรติศักดิ์ ผาลาด,ห้ะมข.หรอต้ายยยยฉันผู้ที่ตั้งใจไว้ว่าจะเรียนต่อมข.,2022-04-15T09:00:05Z,0,0
Wafj,น่ากลัวมากเลยความฝันจบม.3จะไปเรียนม.ขอนแก่นพอดีเลย,2022-04-15T03:03:49Z,1,0
B o e I n g 7 4 7,คุณยายสปีด นี่ ม.สงขลานครินทร์ ป่าวครับแอด,2022-04-12T10:32:37Z,0,0
น้ำแชแนล,พี่เราอยู่ขอนแก่นและพี่เรียนที่มหาลัย,2022-04-12T06:28:05Z,0,0
Kissada Issarapong,ไร้สาระ อยู่มา 4 ปี + ทำงาน 35 ปี ไม่เคยเจอ นอนหอ 4 (แต่ก่อนเป็นหอชาย) ก็ไม่เคยเจอ ซัมเมอร์ มีคนทั้งหอไม่เกิน 20 คน ก็ไม่เคยเจอ สะพานขาวข่ีมอไซด์ผ่านตอนดึกๆ ก็ไม่เคยเจอ ตกลงสร้างเรื่อง จาก KKU14,2022-04-11T04:49:30Z,0,0
สโรชา ศรีจันทร์,มหาลัยในฝัน55,2022-04-08T07:34:16Z,0,0
Kittipong NEXT,พี่ผมเล่าให้ฟังอยู่ครับ สะพานขาวศักดิ์สิทธิจริง ขอพรก็สมหวังแต่ต้องกลั้นหายใจ,2022-04-06T18:39:07Z,0,0
เยีย ยกเทพ,ขอยาสปีดหน่อยครับ,2022-04-05T16:04:51Z,0,0
Baitong Baitury,อยากให้ทำep3อ่ะ,2022-04-03T09:23:43Z,1,0
เก้า(ญ)พาเพลิน,น่ากลัว,2022-03-30T10:05:57Z,0,0
คณนาถ พรหมสาขา ณ สกลนคร,ศิษย์เก่าครับ โคตรคิดถึงเลย,2022-03-30T04:28:41Z,0,0
ธณากร มะรุม,ผมนอนอยู่โรงบาลศรีนครินทร์,2022-03-30T01:02:01Z,0,0
FCXYTJ  TV,หลอนมากๆครับ,2022-03-29T00:21:14Z,0,0
ÀKÁ çïçäbyë,"แทนที่จะเอากระดูกไปลอยอังคาร ดันเอาไปฝังดิน
แล้ว วิณญาณ จะไปผุดไปเกิด ยังไง!!",2022-03-26T22:29:05Z,1,0
𝐌𝐫. 𝖋𝖔𝖝,ผมที่ติดมหาลัยขอนแก่นแล้ว อื้อหื้อออ 555,2022-03-24T14:39:33Z,1,0
ณัฐวุฒิ ชนีวงศ์,ผมอยู่ขอนแก่นนะ 7เรื่องขนลุกตลอด,2022-03-23T03:58:47Z,0,0
เหมียวเจี๊ยบ🐱🐥,"หนูเคยผ่านมหาวิทยาลัยหลายที่มากแล้วเวลาผ่านจะต้องเห็นนิ้วคนอยู่ตรงตัวหรังสือสุดท้ายของป้ายชื่อวิทยาลัยเช่น
มหาวิทยาลัยภัคกีนิ้วมือนั้นก็จะอยู่ตรงสระอี🥺มันเป็นนิ้วคนนิ้วเดียว🤧😭เห็นลางๆ",2022-03-23T01:42:14Z,0,0
เตยพาเที่ยว ทั่วโลก,จบเลยค่ะมหาลัยในฝัน,2022-03-22T06:29:27Z,0,0
prince of war 009,13:25 ใช่ที่ผมคิดไหม555555+,2022-03-14T22:46:34Z,0,0
ยิมแม่เรียก,ขอของมศวบ้างได้ไหมคับ,2022-03-11T11:18:45Z,0,0
เดินแรงมานานแล้ว,ก่อนที่จะทำรายการอย่าลืมขอขมานะ,2022-03-10T12:41:54Z,0,0
Miss Nattanun Pitakchotiwan,หล...หลอนมากขาหนูไม่ใหวแ..แล้ว,2022-02-28T03:43:25Z,0,0
Ethance Hunt,อาจจะเป็นกุศโลบายเพื่อไม่ให้นักศึกษาออกไปในเวลากลางคืนเพราะจะเปนอัตรายต่อนักศึกษาเองโดยมีเรื่องเล่าชวนขนหัวลุกสอดแทรกไว้อยู่เพราะสมัยนั้นพื้ที่โดยรอบมหาลัยยังเปนป่าอยู่..โดยเฉพาะนักศึกษาหญิงน่าเปนหวงเลยอาจะจะไอ้หื่นแุถวนั้นลากไปข่มขืนหรือดักล้นเอาของมีค่า,2022-02-22T05:20:46Z,0,0
SASIWIMON NGA NGAM,ตั้งแต่หนูดูมาเรื่องนี้หลอนสุด🙀,2022-02-20T03:36:33Z,3,0
PUNKROCK NEVERDIE,"🌹ขอบคุณครับผม🌹
🌹มีสุขภาพ แข็งแรง🌹
🌹มั่งมี ร่ำรวย นะครับผม",2022-02-18T11:53:10Z,1,0
星轩💖โซแซน,ดีนะอยู่ร้อยเอ็ด,2022-02-09T14:21:10Z,0,0
aonphailin_TV🍡🍛,เอาเรื่องหลอนของมุกดาหารหน่อยเรื่องอะไรก็ได้คะ,2022-02-05T09:28:41Z,1,0
Jone,ได้เพาะว่าคนตายรุ่งรุ้อะนาคดของคนเรา,2022-02-01T02:33:58Z,1,0
Jone,นากวจัง,2022-02-01T02:32:00Z,0,0
Thomas Tom Pithi,ผมคนขอนแก่น,2022-01-24T14:39:41Z,0,0
Ais Ais,หลอนจริง,2022-01-24T05:57:30Z,0,0
เฟริน:น่ารัก,หนูอยู่ขอนเเก่นค่ะเเต่หนูก็เคยไปเเล้วนะค่ะ,2022-01-20T06:25:41Z,0,0
ศรุตา แก้วสาเระ,อยากใฟ้เล่า  มหาวิทยาลัยสงขลานครินทร์,2021-12-31T04:51:08Z,0,0
_TliS0 Archaeology,"เฟรชชี่ขอนแก่นมารอบนึงแต่ไม่เคย ได้ไปสะพานขาว
ตรงปั้มปตท. อยู่ใกล้หอ8 ซึ่งตรงหอเราพอดี เดี๋ยวนี้ไม่ค่อยน่ากลัวแล้ว ส่วนระหว่างทาง หอ 8 ไปหอ 9 อันนี้ยังมืดๆน่ากลัว
แต่ที่เราเคยกลัวมากๆคือ เขาพาเราไปไหว้ศาลเจ้าพ่อมอดินแดงตอนเที่ยงคืน อีกใจก็คือ ทำไมไม่ปล่อยชั้นนอน  อีกใจก็กลัว",2021-12-23T06:37:51Z,1,0
Chokhul Cho,ไม่กล้ามาเรียนแล้วขณะนี้เรียนอยู่ป 1ยังไม่กล้าไปเลย,2021-12-20T03:15:28Z,1,0
❤ไนท์❤,เรื่องหลอนม.ศิลปากร​ พระราชวังสนามจนทร์มีเยอะมากครับ​ ลานประหารเก่า,2021-12-19T14:24:37Z,0,0
Nutradee Thunyatorn,เอาสะไม่กล้าเข้ามหาลัยขอนเเก่นเลย,2021-12-18T12:31:32Z,0,0
ดอกอ้อ ล้อลม,ฟังแล้วหลอนอ่ะ ติดตามย้อนหลังอยู่ค่ะ ชอบ สนุกมากค่ะ,2021-12-12T04:44:44Z,8,0
game noy,วิทยาเขต มีไหมครับ,2021-12-01T05:28:11Z,0,0
i'm single,ผมเคยดูไนหลอนไดอารี่,2021-11-26T23:18:22Z,0,0
ดารารัตน์ เนาวกาญจน์,เรื่องสุดท้ายไม่ใช่นะค่ะ ยายสปีดอยู่หาดใหญ่น๊า 😊,2021-11-19T22:56:15Z,1,0
patturn blah blah,หนูอุส่าตั้งใจเรียนเพื่่อไปเรียนมหาลัยขอนแก่น😭😭,2021-11-18T09:13:59Z,0,0
ดรีม,😂😂😂😂😂,2021-11-17T09:44:09Z,0,0
TKC Thanapong,ผมอยู่หอ9หลังครับ ตอนที่ผมอยู่ ระยะทางก่อนถึงหอเป็นป่าเป็นสวนยิ่งกลางคืนนี่เงียบมาาาากทางกลับ ไม่ไฟเป็นระยะๆ แล้วก็น่าจะเป็นหอพักเดียวที่อยู่สุดรั้วม. ^..^,2021-11-16T06:27:12Z,0,0
Zentinal Master,"มีเรื่องนึง จะเชื่อไหมก็ตามใจ ประมาณปี 2540 ผมเรียน ม. เอกชน แห่งนึง วันนึงผมเมาด้วยความคึกคะนอง เลยกระโดดจากตึกชั้น 3 เล่นๆแบบ บ้าพลัง คือ ท้ากันกบ้าโดดไหม เราคิดว่าเราไหวนะ แต่พอโดดจริงๆ โคตรจุก ลุกไม่ขึ้น เจ็บหลังมาก 

เอาละพ่านมาปากต่อปาก พวกก็เล่าไป บอกว่ามีคนโดดตึกตาย อกหัก บราๆ ผ่านมาหลายปี กลายเป็นตำนานผีในมหาลัยซะงั้น กูยังไม่ตายกูไม่ได้อกหักกระโดดตึก กูแค่เมา แต่นี้มันก็ 20กว่าปีละ คงแก้ไขอะไรไม่ได้แล้ว ก็ต้องปล่อยเป็น ตำนาน มหาลัยต่อไป",2021-11-15T08:37:34Z,2,1
BhonBhon TV,ยินดีด้วยคุณได้เป็นตำนานที่คนจดจำแล้ว555มีลูกบอกลูกมีหลานบอกหลานไว้น่ะครับ,2021-11-17T17:31:21Z,1,
Avenger Asemble,คุณยายspeed เป็นเรื่องแต่งเห็นว่ามาจาก ม.เชียงใหม่นะ,2021-11-14T04:08:18Z,0,0
IG : winniewinjai,13:23 ถ้าจอดรับจะเกิดอะไรขึ้นครับ??,2021-11-11T06:18:15Z,2,0
NPE channel,ดีนะสอบไม่ติด555555,2021-11-04T10:36:32Z,0,0
Louknut Nakarin,เรื่องลวดสลิงไม่ใช่เรื่องจริงนะครับ เป็นเรื่องที่เอามาผสมกันจากที่อื่น แต่เจ๊ขาวนิเรื่องจริงครับ,2021-10-30T10:29:32Z,0,1
1033อํานาจ จันอินทร์,แล้วเรื่องไหนจริงบ้างครับผมอยากรู้ 555 ยายที่วิ่งตามรถนี่จริงไหม,2021-12-09T06:01:02Z,1,
จิรนัน สอาดเอี่ยม,ผมนับเสาสพาน45อีก46,2021-10-29T00:53:45Z,0,0
XDGod,HAHAHA😂😂😈😈😈👽👽,2021-10-24T09:49:46Z,0,0
XDGod,ผมว่าคนที่อยู่ชั้นนั้นน้าจะโดนหักคอตาย,2021-10-24T09:49:01Z,0,0
XDGod,ใครอยู่ขอนแก่นขอให้โชคดี😈😈😈555,2021-10-24T09:46:22Z,0,0
GARFIWXNJM,เราก็อยู่ขอนแก่นและอยากไปเรียนมข.แต่อ้าว5555,2021-10-23T16:09:46Z,2,0
Ichinoze,โคตร ไม่ใช่ โครต,2021-10-20T07:19:09Z,2,0
เด็กหญิงอินทร์ชญาน์ วัฒนบุญยงเจริญ,ขอบดูมากค่ะพี่ค่ะชอบวิดีโอนี้ มากค่ะค่ะขอค่ะค่ะพี่ค่ะขอพี่ขอชอบพี่ค่ะพี่พี่ค่ะขอเป็นพี่ค่ะพี่พี่ค่ะขอเป็นพี่ค่ะพี่พี่ค่ะขอเป็นพี่ค่ะพี่พี่,2021-10-13T07:11:49Z,1,0
A Vivo,หน้ากลัวหน้ากลัวหน้ากลัว,2021-10-13T05:05:20Z,1,0
Mirin B1,หึมดูตอนเที่ยงคืนนี้มัน🥺😱😨 นอนคนเดียวด้วย,2021-10-09T17:00:19Z,0,0
แอ่นแอนแอ้น,เราผู้ซึ่งอยากไปเรียนม.ข.ขอนแก่น ใครเหมือนเรามาตรงนี้😂😭,2021-10-09T08:59:09Z,2,1
แอ่นแอนแอ้น,ดูหลายรอบแล้ว,2021-10-09T09:00:09Z,1,
สราวุฒิ ประสงค์สุข,จริงแท้แน่จริงคือศาลเจ้าพ่อมอดินแดง,2021-10-08T12:30:08Z,0,0
จิยุ치유,พี่นิคอยู่จังหวัดขอนเเก่นหรอคะ,2021-10-07T04:42:25Z,1,0
อภิสิทธิ์ คุ้มถนอม,น่ากลัวสุดๆขนลุกเลยครับ,2021-10-06T02:53:05Z,0,0
เมย์'ลิซ่า channel,พี่หนูก็เจผีดึงรถกีะบะพ่อแล้วหนุหันไปดูหนูเห็นผีหน้าขาวหน้ากลัวมากแต่หนูก็ลอดออกมาได้เพราะว่าหนูสหลบค้ะ,2021-10-05T00:19:03Z,1,0
Sarinya Tuampoothong,หนูว่าจะไปเรียนที่มข.พอดีเลย,2021-10-04T02:55:08Z,1,0
ปวีรพร ฟองสวัสดิ์,เห้อเเล้วคือฉันเป็นเฟชชี่!😥,2021-09-29T07:36:09Z,0,0
Chonthicha playoff table,พี่ค่ะหนูอยากรู้เรื่องสงครามโลกครั้งที่1กับครั้งที่2ค่ะพี่ช้วยทำคลิปได้ไหมค่ะท่าไม่ได้ก็ไม่เป็นไรนะค่ะแค่หนูอยากใฟ้พี่ทำก็พอค่ะน้าาาทำให้ดูหน่อยนะค่ะน้าาาาาาาาาาาาาาา🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2021-09-28T08:52:56Z,0,0
★วัยแด็ก:ฟีฟาย★,ชอบบบมากกกกเลยยย,2021-09-27T06:29:42Z,1,0
Rattanaporn_,พรานวิบูลวิทยา ศรีสะเกษก็มีเรื่องเเนวนี้เหมือนกัน👤,2021-09-23T03:11:52Z,1,0
FB ต๊ะ นรวิชญ์,เรื่องแรกเป็นข่าวจริงครับ สยองมากครับ,2021-09-22T23:55:56Z,0,0
PooMgoD,ผมอยู่ขอนแก่น,2021-09-21T02:52:32Z,0,0
SPY OOZ,ผมชอบคลิปนี้พี่มากเลยครับ,2021-09-20T12:31:27Z,1,0
ธนพล หาฤทธิ์,ผมเคยไปคับ ตอนไปส่งพี่ ที ม.ข ข่อนเเก่น,2021-09-20T07:49:01Z,0,0
วัชระวันสา,😁😁😁,2021-09-19T11:15:53Z,1,0
30 วราภรณ์,หลอนมากๆค่ะ,2021-09-18T09:58:50Z,0,0
OVER TH,ผมย้อนมาอดีตได้ไง?,2021-09-13T07:51:57Z,0,1
OVER TH,"คือ.. ฟังเเล้วหลอนม็ากคือต้องอ่านเม้นอ่ะ
 ไม่ไหวจริง TT",2021-09-13T07:57:38Z,0,
ธัญวรัตน์ สีเมืองโข,มหาลัยเก่าอะเนอะ ใหญ่และป่าเยอะด้วย.น่ากลัว..,2021-09-13T07:07:18Z,0,0
ดนัย ไชยเสนา,2021ยังมาฟังยุ หลอนมาก,2021-09-08T06:48:17Z,0,0
Prae​¶^¶)​,;-;ตอนนี้กลัวมากๆ​ ไม่กล้าไปแย้วกลัว😿🖐️​,2021-09-05T07:28:19Z,1,0
Noey 999,ชอบรายการนี้มากค่ะ,2021-09-04T03:38:19Z,2,0
เจษฎา สิงหาทอง,ไครอยู่ขอนแก่นบ้าง😮😖🤧⭐,2021-09-03T06:58:26Z,0,0
Phimprapa Palawat,ไม่ไปแน่,2021-09-01T07:57:30Z,0,0
บ่าว อบต. พลัดถิ่น,สมัยผมเรียน ตอนผมนั่งรถผ่านวงเวียนยายไฮสปีดอยู่ดีๆก็วูบหลับไปเลย มารู้สึกตัวอีกทีก็นอนที่ห้องเพื่อนแล้ว (ไม่ได้โดนผีหลอกนะครับ แต่เมาเหล้าขาว ดื่มหนักไปหน่อย),2021-09-01T05:55:37Z,3,0
ธนัท ภัทรวาณิชย์,ผีมีพลังงานดึงรถได้ขนาดนั้นก็บ้าแล้ว โม้ไปเรื่อย,2021-08-25T07:06:01Z,0,0
วิทวัส รัตนนุกูล,เเล้วใครเอาสริงไปขึงใว้เพื่อรัยครับเล่นงานเด็กเว้นรึเปล่า,2021-08-24T21:51:37Z,0,0
แบมแบม,น่ากลัว😨😨😱😱,2021-08-23T07:49:59Z,1,0
worawut pechthonglang,ขนลุก,2021-08-22T23:05:24Z,0,0
ᴘᴀᴋᴀɴᴀɴ ᴘᴀᴘᴘʜᴏ,ปกติหนูไม่ดูเรื่องผีหรือเรื่องเล่าอะไรเลยเเต่ตอนนี้หนูดูทุกวันเลยชอบมากค่ะทำต่อไปเรื่อยๆนะคะ😻✌🏻,2021-08-17T05:35:36Z,1,0
เเม็คโอ ตูด,โรงเรียนผมคับ,2021-08-12T10:21:38Z,0,0
ป.ปลา ด๊อกแด๊ก,ผมก็อยู่แก่นครับผ่านเข้าออกใน ม.ประจำ,2021-08-07T10:01:54Z,0,0
อาคม สุพรมอินทร์,เรื่องแรกใช่อยู่ครับแต่ไม่ค่อยหน้สกลัวหรอกเพราะตอนเป็นเด็กผมปั่นจักยานเล่นทุกวันสระพานขาว,2021-08-05T10:04:57Z,0,0
เจ้า  เหมียว,ที่นั่นคือขวัญใจสาววาย😂😂,2021-08-03T08:30:57Z,2,0
Chalita Khuemsung,หลอนมากเลยคะแต่ละเรื่องหลอนมากกก😐😐,2021-08-02T04:10:43Z,0,0
นาวิน เรืองจันทร์,ที่โรงเรียนผมเคยมีครูผูกคอตายด้วยครับ,2021-07-30T09:21:59Z,0,0
me,พีคจัดกับตอนนักศึกษาแพทย์ขนหัวลุกเลย,2021-07-26T07:08:26Z,0,0
CE FF CTS 666,เพลง ธรนีกรรแสงมันเป็นเพลงแบบนี้หรือ ตือ ตือ ตือ ตื่อ ตื้อ ตือ ตื่อ 555,2021-07-26T06:52:06Z,0,0
คิว,ขอตำนานเขือนเชียวหลานหน่อย,2021-07-24T20:34:34Z,1,0
คิว,ไม่ใชเรื่องไหมวะกูตอนตี3เนี้ย,2021-07-24T20:25:29Z,0,0
Nong Xing,ปู่ผมก็อยู่ข่อนเเก่น,2021-07-24T09:06:10Z,0,0
Praser P.W14,เรื่องจิงครับผมเพราะคนที่อยู่ในเหตุการณ์คือรุ่นพี่ผมเองครับเขาไปแข่งรถมอไซครับผม,2021-07-22T17:01:19Z,0,0
พัชรดนัย สงทุ่ง,เด็กเเว๊นครับไม่ใช่นักเเข่ง(เทวดาตัวน้อย)🤣🤣,2021-07-18T05:22:48Z,1,0
Nam Sunan,ผมมีเรื่องบอก โรงเรียนผมติดกับสุสาน,2021-07-17T07:29:23Z,1,0
PR IM,เราผู้เรียนอยู่ มข. และขับรถผ่านสะพานขาวตลอด,2021-07-15T08:36:41Z,0,0
Thanyarat Khottrapong,หนูที่อยากเข้าแพทย์มข😭😭😭😭😭,2021-07-15T08:03:46Z,0,0
tonkhao,นอนไม่หลับเเล้ว🥺,2021-07-13T15:16:16Z,1,0
Cake_Kanyakon 🤟🏻,บ้านหนูอยู่ ม ข,2021-07-11T10:35:24Z,0,0
เทวา หาญโงน,ผมเรียนอยุ่ที่นั้น,2021-07-11T10:09:17Z,0,0
อนุสรณ์ ทองคํา,น่าสน ม6แล้ว ว่าจะไปเล่นม.ข,2021-07-09T12:07:10Z,0,0
arm nagorn,ผมเคยเจอยายไฮสปีดกับตัว บิดรถยังไงก็บิดไม่ไป การันตีว่าของแท้แน่นอนครับ,2021-07-07T18:14:30Z,0,0
โอ๊ค' บ่แคร์,เสียงซาวด์ไม่ดังมากสุดยอดเลยครับ,2021-07-07T06:52:29Z,1,0
โอ๊ค' บ่แคร์,หลอนจัด,2021-07-07T06:46:40Z,2,0
ร้อย ท ส.ห,"เรื่องยายสปีด จริงๆเค้าเปิดเผยมาได้สักพัก ละนะ
มีคนเค้าไปสัมภาษณ์ พวกศิษย์เก่าที่ ม.ขอนแกนแล้วครับ  เค้าบอกว่าเป็นเรื่องแต่งครับ
เพื่อที่จะทำให้รุ่นน้องกลัว  จะได้ไม่กล้าขับรถเร็ว เพราะแต่ก่อนมีอุบัติเหตุจากนักศึกษาเกิดขึ้นบ่อย
เค้าแต่งเรื่อง มาหลอกพวกน้องๆ รุ่นหลังๆเพื่อไม่ให้ขับรถเร็วครับ
ลองสังเกตนะครับว่าทำไหมในเรื่อง ยายสปีดจะเดินตามช้าๆ  ถ้าคุณขับรถช้า  แต่ถ้าขับเร็วยายก็จะวิ่งเร็วและหน้ากลัวกว่าตอนเดิน",2021-07-02T14:22:13Z,12,0
Yanisaa,หนูอยู่ขอนแก่น แล้วกำลังจะเรียนต่อที่ ม.ขอนแก่น55555,2021-06-30T08:07:46Z,0,0
Nam Sunan,หลอนชิบหายเลย,2021-06-29T10:05:05Z,0,0
เล่นเกมกัน,เป็นที่เรียนที่ดีมากพี่รู้ไหมว่าทุกคนเขาเเทบอยากเข้าที่นี่เลยเพราะมันเรียนดีมาก,2021-06-28T23:55:20Z,0,0
D 'S,ส่วนตัวคิดว่าสระพลาสติกหลอนกว่าสะพานขาวอีกค่ะ สะพานขาวนี่ขับตอนดึกๆฟินมากเลย555555 ที่ว่าบรรยากาศเย็นๆน่าจะเพราะต้นไม้ตรงนั้นเยอะมากๆๆๆ บางทีอากาศร้อนมาก พอขับผ่านสะพานขาวจะเย็นขึ้นมาเลย,2021-06-24T00:14:01Z,3,1
AOTAEJAI Channel,10 ปีก่อนมีแฟนที่ มข. ชอบไปนั่งเล่นที่สระไม่มีอะไรนะครับ สงสัยตอนนั้นไม่คิดไรมาก 🤣,2022-03-25T13:05:18Z,0,
Hipstar roroDo,สะพาน ม ข,2021-06-21T02:05:58Z,0,0
จิตย์สนา พินโย,ตอนไหนหนูจะได้กำเนิดทันตากะจะ,2021-06-20T09:37:24Z,0,0
Patchara2552,ตกใจเสียงเอฟเฟค!!!,2021-06-17T13:54:30Z,1,0
Thira Jaitheing,บางเรื่องก็ไม่เคยได้ยินครับ แต่เจอกับตาเต็มๆคือชุดขาวลอยสวนตอนตี2 ผมกัลปพฤกษ์ช่อที่48,2021-06-17T05:41:08Z,0,0
